MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
7.234,30,3.933,4.268,4866,1.435,39.35011,-119.45374,2.714
8.207,26,4.563,2.893,1721,1.749,41.45669,-122.6935,4.272
6.029,21,5.042,2.633,998,2.287,37.3702,-121.84361,2.555
9.301,37,3.63,1.722,2984,1.497,38.94063,-121.65395,4.521
3.289,43,4.89,4.298,3506,2.595,32.97086,-115.92779,1.632
6.475,31,3.904,4.183,1861,1.664,40.00836,-121.52256,2.829
14.572,17,9.966,3.973,3442,4.123,36.75869,-122.2175,6.194
4.614,17,8.266,2.573,3838,4.483,37.08252,-120.03088,3.068
10.194,34,8.88,3.333,4784,4.877,40.12554,-115.29279,4.701
5.553,24,9.377,1.496,3317,5.349,33.60697,-116.7083,2.689
11.829,33,7.32,2.278,2157,1.015,36.82888,-117.5081,5.787
2.832,4,3.408,2.742,551,1.882,37.62374,-114.93128,0.816
14.577,9,8.068,1.174,3621,5.073,38.32767,-116.1894,6.549
7.353,2,2.125,1.414,2583,1.152,39.2211,-120.93433,3.438
4.305,35,2.906,4.319,3484,4.327,38.49519,-123.83276,1.447
2.029,38,2.237,4.885,4881,1.904,40.55288,-123.40715,0.815
3.377,45,3.084,2.288,930,3.532,41.82888,-120.47464,1.363
8.277,15,8.016,1.427,3633,5.812,32.66063,-120.73749,4.24
5.718,43,9.084,4.742,992,4.243,36.42579,-115.72084,2.715
12.604,42,4.231,4.657,410,2.841,36.38613,-114.28741,5.904
7.032,3,2.953,3.619,2205,4.445,39.62952,-114.53621,4.033
4.482,31,4.184,2.354,161,1.028,35.2597,-117.62868,2.089
9.64,41,7.177,1.45,1096,5.752,32.64314,-120.23472,4.361
10.895,42,4.802,4.758,4470,2.722,33.20925,-120.58383,5.566
3.339,23,9.689,4.682,4276,5.901,41.27435,-124.15059,1.914
3.347,12,3.048,3.973,531,4.382,41.2231,-115.44644,1.753
1.513,8,9.923,4.736,3403,2.437,34.935,-115.10735,0.469
11.31,21,2.1,1.559,1584,4.076,41.39189,-122.29642,5.008
10.293,21,5.614,1.437,3576,2.901,40.82169,-120.77527,4.596
7.645,32,4.014,1.768,3790,4.214,39.04565,-118.02342,3.55
12.818,17,6.53,1.862,379,4.953,34.82462,-121.36708,5.36
12.279,37,2.772,4.309,4865,3.354,33.62433,-120.75711,5.618
9.195,24,9.007,4.687,3070,2.111,34.09319,-119.65371,4.008
13.156,8,3.092,1.862,4119,5.907,34.37898,-120.65711,5.291
3.882,18,6.699,2.851,2776,3.063,40.16787,-123.28123,1.417
2.567,11,2.267,2.818,1843,1.882,35.54799,-116.90381,1.164
4.776,10,4.488,1.711,4199,4.696,38.94069,-122.75567,1.983
1.799,26,3.198,4.413,3600,4.276,39.8,-115.57222,0.552
8.436,47,9.823,3.09,796,5.083,36.61871,-121.05742,3.671
14.112,6,2.096,3.265,995,1.008,34.5322,-121.76639,5.345
1.551,51,4.819,2.034,4420,2.737,37.00802,-117.08257,1.461
2.71,17,4.422,3.237,720,2.573,33.77474,-116.44352,0.734
7.331,23,7.259,4.17,1981,5.619,40.2468,-121.18981,4.487
14.074,42,2.451,2.22,970,2.748,40.16002,-115.111,5.757
5.426,37,8.485,1.453,2151,3.636,41.37212,-117.55911,3.279
8.101,28,5.732,3.336,2052,1.018,40.21253,-123.07721,3.847
1.582,16,5.622,3.543,4629,5.041,38.66548,-122.91061,1.169
3.077,12,3.814,1.808,2016,1.57,36.08848,-122.08088,1.01
14.813,21,5.92,1.993,3991,5.412,37.21719,-116.341,7.165
14.512,24,4.911,1.612,4718,4.676,34.27151,-114.76383,6.195
1.069,28,3.961,4.686,3302,3.782,38.89874,-116.43224,0.493
14.325,37,3.349,1.852,3457,4.745,40.43004,-124.14608,6.359
9.948,21,7.827,1.043,4660,4.964,39.12311,-122.8722,5.385
13.151,33,3.136,4.361,4676,4.759,41.5908,-118.93749,4.65
7.366,2,3.344,4.213,3316,4.304,41.74402,-118.45821,2.888
8.218,37,6.617,2.826,266,5.403,39.11671,-115.76376,3.976
7.844,19,3.809,4.189,388,3.115,39.58781,-120.6784,3.225
10.336,28,5.675,2.798,978,3.831,35.60969,-115.52831,5.174
2.955,15,6.423,1.898,1573,5.847,32.92854,-122.75809,1.13
1.42,1,4.195,2.704,1768,2.861,40.65425,-122.39985,0.749
5.311,43,4.748,2.947,3847,4.755,39.03541,-121.45162,3.088
10.866,28,3.682,1.036,3430,2.959,41.66581,-121.8779,4.668
3.826,50,5.683,1.453,4043,3.351,32.50296,-116.33329,2.421
10.428,35,9.939,4.499,259,2.678,39.29988,-120.89271,4.4
14.579,32,4.902,2.57,2289,1.765,35.04852,-123.24415,6.285
2.315,28,7.227,2.326,1882,5.861,36.7208,-119.06776,1.579
10.416,9,7.087,4.553,4174,3.237,36.78952,-123.09644,4.554
7.213,24,8.292,1.618,3645,2.397,32.83904,-115.91753,3.541
13.154,4,7.695,1.868,2100,4.231,40.59436,-120.97665,5.953
3.48,45,2.094,4.312,3487,1.555,33.34006,-119.30869,1.274
10.697,41,4.474,2.119,3766,3.717,41.55178,-115.29667,5.451
12.734,3,8.962,3.533,2222,3.871,37.92464,-120.26519,5.349
14.225,48,6.316,3.958,874,1.98,35.10948,-123.40813,6.318
10.565,22,2.834,1.891,4592,5.798,38.56752,-115.48694,4.716
7.96,40,4.209,2.014,726,3.973,41.30992,-122.98529,3.385
9.65,39,4.267,3.065,764,2.113,39.91736,-116.65655,4.247
13.165,49,8.985,4.169,2287,5.167,34.07313,-119.85546,5.192
8.989,25,6.427,3.218,1394,2.535,35.4439,-116.46548,3.978
1.425,48,6.867,1.269,2670,4.65,33.53171,-123.33491,1.47
14.033,22,4.937,2.403,714,4.142,39.44716,-116.74718,6.334
10.653,50,2.482,2.323,4611,1.798,34.40911,-118.13676,4.401
10.471,48,2.602,4.23,3948,1.472,39.58338,-122.0823,3.746
4.019,47,5.363,2.159,4364,4.038,33.75143,-119.93074,2.439
10.224,34,3.42,4.605,4145,4.342,39.74435,-115.55219,4.12
6.514,20,2.834,2.34,4027,1.655,37.38737,-118.84879,3.344
10.117,36,4.098,1.776,2104,1.864,40.46764,-123.02537,4.09
2.492,37,7.936,3.16,720,1.25,37.42972,-116.61562,0.649
10.21,39,2.584,2.546,1160,1.672,34.8618,-123.12528,4.81
14.992,27,5.586,3.59,3304,3.94,38.96949,-120.77407,6.216
1.675,47,8.609,4.663,4204,2.003,35.35303,-123.31982,1.577
14.68,49,4.143,4.763,4380,2.443,33.37419,-120.3175,5.783
6.697,32,4.415,1.909,1193,3.776,40.35464,-115.57843,2.701
13.191,42,9.074,1.649,2379,3.071,39.43056,-116.3849,6.682
11.953,29,7.2,4.76,2005,5.226,33.04576,-115.02818,5.704
8.938,41,8.382,4.25,3568,3.855,41.30603,-118.83857,3.783
11.338,48,4.314,2.047,947,1.66,34.43423,-117.64938,4.758
13.299,32,9.974,4.22,2777,2.922,39.56443,-117.88694,5.969
6.658,24,3.127,3.964,4532,2.294,32.70808,-123.88686,1.533
5.578,3,9.695,2.014,1817,2.295,37.04926,-118.15638,2.993
10.346,27,9.217,4.623,3329,2.282,34.93949,-119.54843,4.461
12.31,9,6.415,2.287,2844,3.092,37.77398,-120.68784,5.658
11.672,40,6.682,2.921,238,1.66,35.06657,-122.76062,5.471
12.169,23,8.2,3.437,299,2.262,37.22014,-123.11045,5.264
7.098,7,4.454,1.765,2454,4.507,32.60713,-119.17577,3.587
12.45,17,6.22,3.445,3747,5.137,41.12494,-122.67779,4.426
2.683,37,9.219,3.825,2888,1.069,40.18078,-116.68283,2.098
8.623,7,2.546,1.406,3684,1.417,32.7372,-116.44148,3.896
1.081,30,9.244,2.517,1212,5.275,41.87147,-121.43096,1.592
5.544,13,7.83,3.448,3007,2.073,41.31582,-118.04086,1.667
6.13,18,8.159,4.705,1472,2.561,38.7647,-123.75695,2.763
6.546,31,2.518,4.564,4601,2.685,36.24351,-115.0545,2.513
10.737,22,3.502,1.679,3572,5.329,40.89699,-117.94811,4.859
6.44,14,9.402,3.442,4464,1.814,40.65292,-120.74205,3.848
7.282,18,2.992,1.392,435,5.063,36.50238,-118.71604,3.127
4.326,35,7.049,2.176,2518,3.338,39.19656,-120.7986,2.421
6.226,17,8.262,3.389,687,4.916,40.19912,-123.56589,2.554
4.182,19,3.85,1.325,4435,4.44,40.26593,-121.69917,2.148
2.025,31,7.59,4.555,906,4.661,41.74823,-124.29324,1.627
9.448,39,2.525,4.316,928,1.569,40.10014,-116.44298,4.385
10.355,36,5.99,2.894,2994,2.544,37.77046,-114.44384,5.115
9.673,15,4.675,2.967,3331,2.136,40.13849,-121.246,3.923
7.489,29,7.166,4.525,3684,1.63,35.37013,-117.01365,2.949
6.317,40,9.112,1.202,1842,4.196,34.84706,-119.00723,2.853
13.087,16,3.004,1.576,2182,4.476,35.31325,-124.18114,5.533
8.267,33,5.602,2.232,823,1.707,37.66998,-114.36263,3.454
7.709,25,5.386,2.458,4866,4.843,38.09157,-114.48644,3.198
1.359,16,4.59,4.95,3063,2.434,35.54251,-115.2359,1.323
5.777,30,5.841,1.59,3986,2.884,37.07711,-121.15597,3.162
6.323,34,9.046,2.212,2171,5.966,37.98226,-123.02063,3.297
6.584,2,9.789,4.312,2647,1.96,35.13551,-121.15785,2.664
9.122,40,2.023,4.137,429,1.591,33.03952,-116.8094,4.177
8.47,44,7.912,3.619,604,2.343,33.50268,-119.47746,3.726
9.511,43,6.921,2.314,2908,5.659,38.32081,-114.95542,5.036
11.708,38,9.956,1.471,3142,1.6,41.25713,-124.19936,5.968
12.382,51,2.719,4.934,2529,4.08,36.73365,-114.49617,5.673
11.054,18,8.491,2.006,4899,4.965,37.33095,-114.5323,4.682
14.377,5,9.471,4.379,2240,5.612,32.88174,-116.32129,5.64
1.255,47,9.297,4.58,1324,3.39,41.54723,-119.175,2.197
3.741,40,6.485,2.764,3291,3.288,40.65379,-120.71007,0.872
1.106,6,4.62,4.403,4845,5.138,37.137,-114.55758,1.002
10.065,12,7.119,2.116,3939,1.979,40.88084,-117.30238,4.152
13.572,51,4.449,4.56,1056,3.311,36.65117,-116.5267,6.415
4.409,12,5.298,3.544,3685,4.189,36.84536,-116.07513,2.326
13.978,12,5.566,1.777,3450,4.5,38.98864,-115.53692,5.771
1.844,9,4.416,4.146,949,1.559,35.57182,-119.23502,0.133
14.082,42,4.735,4.655,1053,5.336,40.87456,-114.54817,5.485
5.923,22,2.059,3.282,4590,5.091,34.53038,-121.36042,2.402
2.42,49,4.377,4.041,2504,2.585,41.62611,-116.25563,0.815
7.802,50,5.778,4.179,4187,3.382,41.30668,-123.09135,3.887
4.595,16,3.384,4.15,3524,2.92,35.78357,-120.60582,2.354
4.988,4,8.445,2.818,1159,5.905,38.7759,-119.82521,3.175
5.302,50,6.301,3.96,2076,3.92,37.21847,-118.69311,3.411
12.242,3,8.351,3.194,4667,2.352,38.05303,-123.62308,4.455
8.548,16,3.025,2.659,3004,4.73,34.1413,-120.32621,3.781
5.358,14,8.564,1.663,2426,5.108,39.61157,-121.18806,2.77
9.545,41,9.666,4.636,4633,4.631,37.34813,-119.64219,5.095
11.026,38,4.82,2.66,1698,1.418,33.48971,-116.8824,4.318
4.817,4,4.272,1.958,3897,2.439,40.09295,-122.84166,2.173
6.79,2,7.175,1.969,4228,2.812,41.06719,-117.37005,2.613
2.706,10,7.087,1.968,786,2.084,32.55866,-120.72303,1.433
3.536,11,2.9,1.01,1654,3.407,40.1651,-121.24401,1.903
10.536,39,9.414,2.753,1029,2.597,37.89023,-120.25673,5.192
3.54,26,5.832,4.563,1597,1.182,32.9788,-115.58334,1.395
8.352,37,8.115,1.101,2151,4.26,36.73295,-123.7065,3.782
10.927,26,4.875,4.826,1220,3.18,36.44866,-118.48306,5.168
2.496,4,4.092,1.716,2606,1.141,34.32427,-116.83115,1.131
8.942,26,2.89,3.875,3925,5.664,35.92025,-117.9709,3.697
4.592,38,4.196,4.141,3299,4.255,37.27803,-118.88559,1.445
14.481,28,9.947,3.94,792,1.37,37.71674,-117.99168,6.061
7.77,2,7.264,2.357,1756,5.447,33.88603,-120.75251,3.828
12.284,2,8.422,3.815,1017,3.104,38.07249,-120.02515,5.16
8.703,16,9.668,2.892,4613,2.198,34.93831,-120.40358,2.33
1.608,23,2.632,1.609,516,1.23,34.04945,-118.42598,0.328
9.864,23,3.318,1.804,2684,4.724,35.64252,-115.28761,4.795
14.32,13,9.424,1.104,3281,5.847,38.55001,-119.53092,7.026
9.423,21,6.516,2.328,4501,1.927,41.61692,-120.22703,3.899
12.469,39,7.079,3.912,2486,3.085,40.33323,-117.42069,6.329
13.379,25,5.421,4.876,1895,2.188,40.72103,-122.35893,5.052
4.193,37,8.515,1.534,171,3.862,34.55674,-115.20887,2.57
3.969,49,6.138,2.413,1936,5.356,36.88426,-116.6038,2.072
9.554,13,8.609,1.726,3287,1.653,36.74144,-120.79697,4.274
6.754,15,9.937,4.044,2989,2.491,36.87405,-122.25393,2.494
12.758,28,7.174,4.678,4735,1.823,34.39723,-117.81241,5.132
13.6,3,6.231,1.456,1817,2.143,40.51199,-114.52039,6.04
5.948,23,4.921,4.614,3357,1.65,35.65138,-115.39206,3.108
4.316,4,3.558,2.086,862,4.173,37.00623,-123.60466,2.483
11.927,47,7.253,1.892,3054,1.218,35.94511,-121.53965,5.363
4.847,50,2.501,1.227,3315,4.645,35.7999,-117.32038,2.972
12.517,3,9.65,1.322,4447,1.711,38.33275,-118.81015,5.392
6.932,39,7.18,1.277,962,2.333,41.9336,-122.39494,3.515
10.346,8,9.675,2.786,4367,2.726,40.90662,-115.47956,4.469
2.337,43,4.178,3.635,4436,2.905,41.31398,-114.4531,1.013
9.734,25,9.572,1.738,4094,1.865,36.62313,-120.40475,4.436
7.325,41,6.897,1.871,436,3.444,34.30651,-118.28539,2.774
9.213,12,8.482,1.692,4949,5.474,32.62831,-120.75236,3.876
3.352,5,3.431,4.226,179,3.294,32.91575,-122.27218,1.414
11.316,33,6.001,1.549,2916,1.139,39.40097,-115.1491,4.16
13.079,46,6.552,1.294,3418,2.817,35.95022,-120.05753,4.582
4.034,25,5.143,1.147,2270,3.016,38.70889,-124.11693,1.739
2.34,25,4.026,1.161,2851,2.417,37.75095,-121.07326,1.315
1.331,35,9.238,3.187,2056,2.48,41.80884,-120.31835,0.526
9.988,15,2.68,1.376,4602,1.995,39.27039,-122.65045,4.031
9.499,42,3.232,1.89,3710,5.783,41.83514,-116.82766,3.98
8.654,26,4.564,4.331,1992,3.647,35.35204,-122.577,3.499
4.247,10,9.358,4.872,3771,3.684,35.6507,-115.46976,0.463
6.473,24,6.514,4.443,2621,3.128,37.34605,-118.14503,2.964
9.323,35,4.985,4.838,4795,4.085,37.21728,-116.24046,5.186
7.955,29,5.221,3.682,962,3.116,37.44445,-117.38292,3.048
14.829,38,8.702,4.949,2876,4.445,40.59497,-116.54287,6.079
2.91,5,2.214,2.985,278,1.441,39.28487,-120.10326,1.691
10.732,24,2.091,4.179,229,1.148,34.19176,-118.28944,3.863
6.66,19,2.369,4.887,1376,3.812,38.07501,-120.4703,3.28
6.995,46,5.754,3.837,1194,4.67,34.16387,-116.98451,3.04
11.046,49,6.65,4.827,3539,4.345,36.50145,-121.20131,4.512
10.694,44,6.996,2.015,1210,2.993,41.14038,-120.95151,4.882
14.878,9,7.849,2.201,960,1.016,33.19505,-115.87387,5.422
2.798,26,3.518,2.589,3777,1.604,41.6514,-122.54448,1.37
2.458,25,4.098,2.858,512,2.96,34.60387,-120.29019,0.941
11.141,35,3.948,4.59,1026,4.322,34.16763,-118.49547,4.458
9.097,50,3.193,4.551,3597,2.56,37.06519,-123.02491,3.724
4.838,36,3.955,3.632,2853,3.658,40.99887,-118.08835,2.328
2.112,14,6.909,1.929,434,1.878,34.28185,-120.5498,0.653
2.199,6,4.931,1.962,2144,1.848,32.57171,-122.19351,0.853
13.519,32,8.143,3.527,1651,4.714,36.4794,-123.81212,6.162
3.686,26,6.291,3.014,2155,3.192,37.94792,-118.5981,1.791
5.527,15,3.696,2.034,3723,5.745,39.59846,-114.39493,2.087
4.173,49,5.739,1.673,308,2.057,33.03208,-116.43586,1.917
5.97,31,6.747,3.891,1880,3.239,37.45863,-120.31946,1.586
1.972,37,8.93,4.253,305,1.941,34.08494,-122.44699,1.201
8.267,38,8.67,2.045,2744,2.28,36.58564,-116.66765,3.726
1.947,37,5.412,2.7,382,4.2,41.70931,-115.50374,1.53
12.205,19,7.181,3.854,1795,5.548,41.8085,-120.84496,5.113
4.272,14,4.382,2.877,1587,1.642,41.8608,-123.75955,1.696
8.56,36,7.064,4.845,2015,1.648,35.95129,-118.0219,3.326
13.321,37,9.302,1.518,2266,5.762,39.1778,-123.45554,6.179
10.112,11,6.996,4.417,2068,4.681,40.7903,-122.61225,4.144
8.461,27,4.43,2.224,854,2.564,37.30391,-124.35469,3.89
5.541,2,7.152,3.748,2528,3.035,37.00772,-121.71279,1.996
5.662,22,9.222,2.015,635,4.944,39.36152,-116.55353,2.806
10.373,2,3.096,4.866,440,4.494,37.27687,-115.94648,4.258
14.918,20,5.86,1.201,2826,4.048,38.03162,-114.63412,7.008
10.266,44,4.568,3.054,1003,5.324,36.80372,-115.92533,5.492
8.809,48,3.932,4.642,4021,2.562,39.44898,-122.22377,4.251
11.229,17,5.17,2.879,1590,2.056,40.57256,-119.00802,4.864
7.513,4,5.152,4.361,246,3.049,36.81282,-118.35546,2.349
1.842,14,3.683,4.799,3849,1.037,37.16514,-123.0867,0.822
8.872,7,5.229,1.271,4623,3.536,41.266,-119.91495,4.503
14.407,15,7.07,2.955,3753,2.826,37.84988,-121.25512,6.486
3.454,30,2.206,3.746,2429,1.66,37.01165,-116.64574,1.988
10.66,16,9.914,4.329,2239,5.377,41.72288,-123.57925,4.219
3.813,40,4.368,1.653,517,1.972,33.13098,-121.55886,2.599
8.502,2,6.989,3.267,1296,4.53,38.41859,-123.33207,2.857
2.353,19,4.268,1.652,4488,4.529,32.74274,-119.63069,0.861
7.305,1,5.148,4.022,1724,1.213,36.76494,-122.45455,3.264
11.586,31,6.394,2.139,4866,3.138,35.58082,-123.31884,4.605
5.866,4,6.895,2.075,203,3.382,36.62873,-117.61817,2.502
10.309,27,8.164,4.079,678,5.088,41.07863,-115.6953,5.157
12.136,25,8.333,4.368,3085,4.122,37.33745,-122.32453,5.175
13.98,22,6.15,2.373,3304,1.317,38.04668,-123.14175,6.568
4.285,43,2.606,3.004,3263,3.244,35.63012,-117.59843,2.322
6.59,10,6.462,3.774,660,2.504,41.85984,-123.95428,3.806
3.134,50,5.821,3.981,764,1.855,41.7602,-121.94514,1.91
14.895,33,3.723,4.08,237,2.38,40.7816,-121.25885,5.593
13.978,49,2.081,2.562,1221,5.201,39.22733,-114.92829,6.186
8.559,48,4.528,3.145,3698,4.1,36.56615,-120.7839,4.669
12.788,44,4.076,1.438,2352,3.177,33.70233,-118.91481,5.213
8.293,30,5.863,4.794,2334,4.602,41.13684,-116.4381,3.06
9.73,30,8.093,3.806,4436,5.841,37.57225,-115.69436,4.606
2.248,16,5.512,2.502,3738,5.636,37.83673,-123.41572,0.694
11.574,9,9.613,2.558,2349,1.484,33.47392,-116.63203,5.062
2.788,17,3.771,1.362,3355,2.661,40.02952,-116.63661,1.768
12.565,35,3.768,2.828,3944,2.566,37.7472,-115.35353,5.803
11.948,50,6.836,3.692,2921,3.769,34.95476,-116.51417,5.098
10.922,47,9.17,4.81,2571,1.452,34.13236,-123.06782,5.077
1.506,15,7.375,3.59,3411,5.609,38.33254,-121.30223,0.259
5.244,48,7.389,3.603,328,4.913,40.70737,-120.03918,2.097
4.684,28,8.45,4.146,227,1.614,37.48888,-123.23359,2.678
6.042,20,7.349,3.039,248,2.271,40.67661,-123.15648,3.579
2.227,33,8.075,1.129,1975,1.715,34.27937,-116.27779,0.759
14.117,33,8.929,4.559,2374,3.388,37.75721,-122.64585,5.407
8.753,36,2.063,2.61,482,5.451,36.6907,-115.0776,3.43
5.277,13,9.085,4.939,2478,4.223,35.56838,-122.21081,2.126
6.558,4,3.722,2.626,1575,4.028,33.45138,-119.34441,2.965
7.261,23,9.297,3.673,4605,1.372,34.45885,-122.21985,2.439
9.408,8,4.129,2.839,4849,5.531,40.93885,-114.70622,3.135
8.22,13,5.642,1.93,1633,2.404,35.94066,-118.81578,3.473
13.871,24,9.471,4.723,2381,5.501,40.6507,-118.63611,5.631
7.957,40,2.878,3.509,2247,3.27,40.23416,-115.42694,2.906
14.89,46,7.962,2.802,1276,3.644,35.39685,-122.85817,5.901
12.92,30,5.14,1.577,1482,4.025,37.0428,-123.50591,5.249
3.919,30,2.193,4.996,2477,2.443,36.80624,-114.36176,1.608
14.028,25,9.513,4.581,3363,5.178,41.02196,-114.93916,5.417
2.629,33,2.943,2.691,3240,5.792,38.34217,-121.79693,0.364
12.444,9,8.193,1.686,1959,2.417,36.65609,-118.30061,5.731
6.329,26,5.074,1.119,1236,1.001,37.43468,-117.25731,2.97
13.292,24,8.485,1.607,3575,3.628,40.49452,-114.85493,6.058
13.153,33,8.002,3.138,2529,3.964,35.42447,-122.23484,5.884
12.283,39,7.066,4.263,4238,1.317,36.45239,-116.28192,5.501
12.06,25,9.514,2.454,4584,4.364,33.73975,-122.56064,5.53
5.266,45,2.791,2.736,3919,2.46,37.89608,-118.63785,3.014
2.133,15,8.389,2.893,3136,5.793,41.71317,-122.33532,0.329
6.642,41,7.366,1.07,209,4.907,35.77026,-121.3333,3.881
3.429,48,4.518,1.708,1027,1.363,41.4372,-118.92289,1.86
10.729,49,6.368,3.004,953,5.772,40.14322,-121.10907,4.859
5.845,41,7.157,2.118,1936,2.136,40.02824,-114.1293,2.912
14.659,6,7.89,3.093,4622,4.992,39.55416,-117.76046,6.138
9.974,20,3.496,1.432,3929,4.216,39.71871,-115.78554,4.877
12.515,44,2.817,4.211,463,3.681,35.70226,-122.37317,5.293
2.855,16,2.816,4.135,4266,5.663,40.40645,-123.05873,0.751
13.068,21,4.351,3.679,1092,4.029,41.75056,-121.5135,6.155
13.919,15,3.233,3.126,3997,5.294,33.49179,-116.01099,5.286
7.819,39,6.285,2.56,4735,5.138,33.70547,-122.35622,2.583
9.488,42,5.496,3.731,3384,4.361,32.61027,-121.87019,3.838
11.707,4,9.145,4.127,3894,3.452,39.17029,-116.74599,4.79
3.448,24,7.739,4.234,1430,1.491,33.18908,-116.15066,1.621
8.036,3,3.646,2.39,2013,1.77,37.45781,-118.76113,2.976
6.581,50,2.366,1.776,3822,3.664,39.03423,-122.91507,3.019
3.049,1,7.673,2.367,2036,2.661,38.149,-115.80222,1.287
6.145,30,8.767,1.031,1968,2.039,38.26891,-118.40429,2.892
1.954,13,7.608,2.693,2188,5.835,41.63381,-114.79846,1.402
1.361,18,7.15,2.094,2454,5.293,35.3626,-122.27291,0.86
2.892,40,3.995,4.16,2926,3.151,38.39276,-122.89457,1.819
14.484,11,5.957,3.699,1122,5.355,38.45329,-122.07505,5.192
8.693,42,7.8,1.104,1942,1.297,35.12061,-122.44125,4.421
14.522,29,3.547,1.577,3198,1.496,35.37753,-116.10291,6.131
7.055,4,5.812,3.169,2708,5.74,39.5378,-123.41913,2.719
5.365,25,2.936,3.472,1561,4.444,35.48968,-116.0391,1.686
8.086,36,6.246,4.076,2417,4.822,34.70419,-117.74842,3.834
7.153,36,6.588,4.873,1633,5.164,41.84458,-114.95555,3.407
2.479,44,6.283,3.808,2869,1.266,33.38173,-119.59665,2.204
9.972,40,5.756,3.18,3375,4.589,35.47177,-121.61973,4.386
4.025,28,6.7,2.658,893,2.784,40.48667,-115.10765,1.668
9.674,45,9.974,3.953,3723,5.09,34.42689,-124.32582,4.325
10.103,8,6.98,4.739,2393,2.938,34.94327,-114.94409,3.637
3.128,21,8.021,2.692,1653,4.838,34.04131,-117.96504,0.579
1.859,35,3.537,3.339,601,5.506,38.0599,-122.73528,1.095
11.931,44,6.24,1.828,3281,2.696,32.52523,-121.38119,5.215
7.437,18,2.06,4.43,1013,3.347,40.81914,-118.3221,2.078
1.814,47,2.252,3.854,2916,3.687,36.06632,-123.40009,1.477
14.928,25,4.58,2.419,2163,4.439,37.26277,-123.80867,6.407
1.809,46,5.733,4.496,3528,5.221,34.86268,-119.05559,0.339
10.73,41,6.605,4.883,3115,2.052,32.89939,-124.05485,4.882
14.772,5,9.104,2.154,4695,5.728,41.64223,-116.45876,6.009
4.349,47,8.174,1.747,2085,4.928,40.86692,-117.22232,2.331
2.991,8,4.4,4.328,2778,1.698,35.12502,-114.84654,0.62
2.699,23,7.948,3.33,3136,2.679,33.44399,-115.89548,1.615
5.246,3,6.395,4.537,2625,2.257,36.77655,-123.74549,2.2
2.415,44,8.233,2.39,4070,1.795,37.73106,-122.31982,1.473
10.69,37,5.288,3.325,3435,4.224,37.91934,-122.33443,4.983
1.872,31,2.735,3.309,1375,1.329,41.20859,-119.84517,1.124
8.132,29,6.948,1.753,3701,3.994,38.89339,-118.76987,2.95
14.954,41,6.456,4.968,1725,5.139,38.35386,-119.63319,6.533
12.396,20,9.629,3.656,1660,2.809,33.31199,-122.06081,5.258
9.613,3,3.297,3.657,3445,3.448,37.48478,-114.97455,4.605
5.288,23,7.249,2.187,3195,1.721,37.75279,-124.01939,1.838
9.735,40,5.793,3.602,3240,4.602,38.48401,-124.08924,4.246
8.379,21,5.031,4.332,110,5.544,34.02795,-116.58184,3.751
6.965,13,8.357,4.254,359,4.664,41.62775,-121.46574,3.19
2.83,8,8.485,4.679,3181,1.615,37.93734,-116.73994,0.581
13.412,5,7.717,1.595,3757,2.727,36.45609,-121.31853,5.478
7.297,25,2.669,1.731,3055,1.866,38.80526,-118.57079,3.7
3.725,39,4.761,3.841,2894,3.947,33.87496,-115.48555,1.495
6.149,37,2.374,4.231,3262,4.613,36.6436,-122.46819,3.361
6.798,41,4.749,3.697,2627,5.877,39.34919,-117.01231,2.398
12.586,5,7.183,1.571,122,3.515,41.43492,-116.04242,5.514
11.271,8,6.15,3.38,3355,4.186,36.74338,-114.36968,4.347
11.77,44,7.623,3.994,2705,1.533,38.48977,-122.43444,5.004
1.154,4,6.412,1.548,449,1.776,36.59359,-119.23846,1.714
6.826,41,6.447,1.223,4781,2.158,37.47691,-121.3723,3.772
7.739,22,6.088,2.019,4196,1.272,37.27791,-119.91275,3.96
1.269,14,4.915,1.363,2951,3.041,39.11593,-123.71487,0.776
4.637,19,5.573,1.594,1185,5.756,38.70775,-115.19346,2.669
11.644,13,2.9,1.813,2767,4.265,32.5748,-121.09575,5.011
2.92,35,8.676,3.123,4211,3.18,33.29146,-114.21401,2.293
8.494,4,9.114,1.623,523,3.469,39.7253,-119.86351,3.382
4.013,33,8.13,3.419,3408,1.733,34.03405,-120.7529,2.296
1.17,22,6.669,2.163,1427,1.484,39.81094,-119.20855,0.264
4.377,1,6.553,2.242,2664,2.295,40.24674,-122.9591,1.565
14.662,11,5.763,4.87,2556,2.532,41.38016,-115.68266,5.9
12.222,16,3.851,4.221,1817,1.614,40.23217,-116.07835,4.383
14.434,4,5.07,2.697,576,4.457,37.56818,-115.91959,5.66
7.83,29,9.919,2.79,2092,5.616,34.50683,-120.12744,3.466
2.536,39,3.166,1.459,1717,1.872,33.72227,-120.70501,2.769
8.671,44,6.341,4.378,1583,5.191,40.80284,-114.5242,3.536
7.361,38,8.932,1.016,4624,2.492,36.20819,-118.55164,3.41
12.821,24,5.624,1.578,2260,4.034,32.99605,-115.24484,5.333
2.373,9,6.845,3.136,2314,1.443,35.80014,-121.726,1.529
7.835,8,8.622,1.754,1791,2.196,40.75261,-118.7906,3.947
3.101,14,6.38,3.531,3937,1.79,37.84106,-117.45363,1.813
